uid,latitude,longitude,date,split
luzc,36.8754,-121.561,01/03/2018,test
luzg,37.2141,-120.561,08/07/2014,train
luzm,35.69021951,-79.19288561,11/06/2019,train
luzn,35.67731139,-79.21686104,10/04/2019,train
lvab,37.3609,-120.549,09/12/2016,train
lvbr,41.10398,-76.66448,24/06/2021,test
lvbv,35.88769225,-78.9793504,16/05/2019,train
lvey,35.68423121,-79.20400823,07/07/2015,train
lvhg,37.0062,-120.6,08/09/2020,test
lvhj,37.4419,-121.003,07/01/2016,train
lvho,35.88095295,-78.92541247,27/01/2016,train
lvhr,41.046103,-81.002774,06/10/2020,test
lvia,38.2361,-121.419,15/06/2016,train
lvjt,36.03,-78.70294961,21/09/2021,train
lvkh,37.2953,-120.85,11/08/2020,train
lvla,35.0164,-120.586,02/12/2018,test
lvlm,34.85,-78.83,19/12/2019,test
lvmd,36.6096,-121.561,28/05/2013,test
lvmj,38.9725,-94.67293,20/08/2013,test
lvna,35.71726003,-79.14266077,01/09/2019,train
lvnq,38.64074999,-75.59668999,09/07/2019,train
lvoa,37.4806,-121.031,09/07/2013,train
lvpl,41.33056393,-85.38360833,03/08/2020,train
lvpv,35.90856232,-79.14638397,28/04/2021,train
lvqv,36.0397,-106.8478,31/07/2013,train
lvqw,44.09,-86.766667,06/08/2017,train
lvrv,35.60595,-78.9878015,11/05/2016,train
lvsk,41.80689,-77.19747,30/07/2020,test
lvsn,36.6291,-121.688,18/01/2019,test
lvso,35.91393513,-79.18938517,22/07/2014,train
lvte,36.17,-79.07162427,28/06/2018,train
lvtf,35.764,-79.10721667,07/06/2016,train
lvtt,39.21067,-96.97298,05/10/2015,train
lvuj,37.26911,-95.45829,08/05/2018,train
lvuq,35.62476,-78.70468954,11/05/2016,train
lvvi,34.00515,-89.76398,21/08/2017,train
lvws,35.65080316,-79.2660972,06/04/2016,train
lvyc,39.620825,-79.968053,17/08/2013,test
lvzh,36.5597,-121.51,25/08/2015,test
lvzj,35.3575,-120.812,26/03/2013,test
lvzn,37.61429993,-97.62981051,13/08/2018,train
lwao,36.714,-106.583,16/07/2014,train
lwar,34.9414,-120.573,22/04/2021,test
lwav,35.90412122,-79.11083962,10/04/2019,train
lwax,38.2996,-121.383,25/09/2019,train
lwbh,36.13,-79.11067704,27/05/2020,train
lwgx,35.9121649,-79.17521714,17/10/2013,train
lwht,35.34,-79.04606694,20/07/2021,train
lwie,35.65870772,-79.25141533,05/08/2021,train
lwjc,37.515,-121.012,08/01/2013,train
lwjg,35.87952434,-78.91397863,23/07/2015,train
lwkb,35.62476,-78.70816941,08/06/2016,train
lwkn,37.9674,-121.464,17/07/2018,train
lwku,37.4125,-120.759,10/08/2021,train
lwkx,35.79,-79.02698546,09/08/2018,train
lwln,37.3133,-120.892,13/07/2021,train
lwlq,41.965,-82.041667,24/04/2014,test
lwlt,36.172,-79.0509609,05/06/2013,train
lwmk,39.61525,-84.96614444,21/08/2018,test
lwoj,38.76050002,-75.20283333,09/05/2018,train
lwpq,35.91051889,-79.16204336,01/05/2013,train
lwpx,37.4918,-120.684,12/02/2013,train
lwqi,35.72370078,-79.13069777,19/06/2013,train
lwrn,35.74,-79.07879218,18/09/2017,train
lwrq,39.845,-95.376,12/07/2021,test
lwsk,37.66,-120.875,09/06/2015,train
lwss,34.9454,-120.417,27/02/2014,test
lwtd,35.62836698,-79.30776997,06/05/2015,train
lwtq,36.7962,-121.782,28/02/2014,test
lwut,35.68,-79.10840308,13/07/2017,train
lwwk,36.02,-76.31,28/07/2020,test
lwyk,36.9893,-121.533,02/12/2014,test
lwzc,38.92879508,-95.21689214,30/07/2018,test
lwzf,37.4419,-121.003,08/04/2014,train
lxaa,36.3559,-119.279,29/12/2016,test
lxay,38.1156,-121.494,16/05/2017,train
lxba,35.61133,-78.98158745,24/08/2016,train
lxbk,41.18277,-80.759996,08/05/2019,test
lxbn,35.68836,-78.69897262,31/08/2016,train
lxdj,36.04,-79.08843179,04/06/2018,train
lxdv,39.21155,-97.00559,31/08/2015,train
lxep,38.76866665,-75.31788333,23/08/2016,train
lxgt,41.8126,-77.1972,23/08/2018,test
lxhv,35.63629816,-79.29303867,09/05/2016,train
lxhx,35.0228,-120.586,22/09/2020,test
lxic,35.98,-78.80684847,29/05/2019,train
lxih,32.7831,-117.104,08/05/2014,test
lxit,35.66823578,-79.233718,21/06/2016,train
lxjj,39.09447,-96.90462,24/10/2016,train
lxjy,41.707665,-73.382964,07/07/2021,train
lxnb,35.72324833,-79.13153814,21/05/2018,train
lxng,37.3947,-122.01,31/03/2014,train
lxot,42.733333,-87,02/08/2019,train
lxpx,35.6619281,-79.24543383,17/10/2019,train
lxrc,48.344033,-87.8225,09/05/2015,test
lxtj,35.68836,-78.69350426,13/07/2016,train
lxtl,35.79,-79.03341187,15/07/2020,train
lxtm,35.66230071,-79.24474176,22/08/2019,train
lxty,37.4583,-120.967,29/10/2016,train
lxtz,37.10222,-96.79779,30/10/2017,train
lxur,37.2953,-120.85,01/11/2016,train
lxvd,35.74,-79.02,09/09/2021,train
lxxy,38.785,-121.653,17/06/2020,train
lxxz,35.976,-78.75440191,09/02/2016,train
lyak,37.1366,-120.762,10/03/2020,train
lybm,40.11561,-79.53184,28/09/2020,test
lygt,35.62895251,-79.30668243,11/02/2015,train
lyig,38.0455,-121.469,19/06/2018,train
lyiz,36.06,-78.76,27/10/2021,train
lykd,41.91411,-72.70472,21/08/2019,train
lyki,35.86961727,-78.83468739,18/10/2017,train
lyll,36.06,-78.76,14/12/2017,train
lyms,46.12736,-96.13317,29/08/2017,test
lymy,35.66568,-79.04740166,26/05/2015,train
lyno,39.21067,-96.97298,30/06/2014,train
lynr,41.43097,-80.777061,10/08/2018,test
lynu,37.4583,-120.967,14/07/2020,train
lyox,35.68550871,-79.2016354,11/02/2015,train
lypy,35.66384436,-79.24187459,07/11/2018,train
lyqi,35.49,-79.0630722,02/08/2021,train
lysq,35.67212153,-79.22650065,08/10/2014,train
lytg,36.9634,-121.491,17/03/2020,test
lyth,34.20618,-78.92566103,04/06/2014,test
lytt,40.4189,-122.214,19/11/2014,train
lytz,35.67124324,-79.22813197,22/04/2015,train
lyui,37.2953,-120.85,02/03/2018,train
lyvb,37.1145,-120.89,11/08/2015,train
lywh,35.6543163,-79.25957193,10/09/2014,train
lywq,37.8189,-121.358,21/06/2016,train
lywv,36.37,-78.85009823,30/07/2019,test
lywz,35.72311526,-79.13178531,05/07/2018,train
lyxx,41.10715,-76.65473,26/08/2021,test
lyzf,35.79,-79.02342622,21/08/2017,train
lyzx,41.154184,-81.197983,10/06/2015,test
lzaf,41.33286,-75.88661,23/05/2018,train
lzan,37.61429993,-97.62981051,05/07/2016,train
lzbu,35.8,-79.03988771,20/09/2017,train
lzdc,35.444,-78.87694291,12/08/2014,train
lzfi,35.87340618,-78.86501194,05/12/2019,train
lzgk,38.1448,-121.439,03/12/2019,train
lzhj,35.72492506,-79.12842381,11/07/2018,train
lzjj,32.9464,-117.205,15/05/2013,test
lzki,35.63105507,-79.30277715,07/07/2015,train
lzlq,35.66666551,-79.2366346,21/03/2017,train
lzmu,44.47741,-99.31405,07/06/2017,test
lznw,35.794,-79.01571453,24/08/2015,train
lzoq,35.84,-78.98,20/09/2017,train
lzou,35.51,-79.09411669,27/10/2017,train
lzoy,37.515,-121.012,10/02/2015,train
lzpf,38.307,-121.794,07/02/2015,train
lzpn,36.7081,-121.6,29/11/2018,test
lzqj,36.03,-78.68231897,01/06/2020,train
lzro,35.91297237,-79.18167975,14/04/2014,train
lzsb,41.3728,-72.3188,07/05/2019,test
lzso,43.771667,-77.438333,05/04/2013,test
lzth,37.6756,-121.264,25/04/2017,train
lztj,36.6291,-121.688,18/09/2018,test
lzto,37.6106,-121.229,08/08/2017,train
lzue,35.68029223,-79.21132445,21/06/2017,train
lzus,34.9454,-120.417,28/04/2015,test
lzvy,36.5,-79.06633484,28/05/2019,test
lzxe,39.21155,-97.00559,15/07/2020,train
lzyx,39.09447,-96.90462,19/09/2016,train
lzyy,36.7962,-121.782,01/03/2018,test
lzzj,39.82640667,-95.52873464,28/09/2015,test
lzzr,38.26179207,-94.72510163,27/08/2018,test
lzzv,36.93944,-78.56589,06/06/2017,test
maaa,39.02235564,-86.48165556,31/05/2016,train
maae,40.39485,-76.05532,14/10/2020,train
maas,38.36472,-97.10194,07/08/2017,train
mabb,35.8858599,-78.96468525,13/06/2018,train
maej,32.63901,-83.96636,25/07/2017,train
mafg,35.74,-79.88,13/07/2017,test
mafi,34.941,-79.100988,15/06/2016,test
magg,35.27816,-79.04423789,18/08/2015,train
main,41.60634,-80.29876,05/08/2021,test
maix,41.424144,-73.206937,04/09/2018,train
makn,35.7115911,-79.15319019,24/08/2016,train
makv,35.87058002,-78.84239281,09/05/2018,train
mald,36.43,-79.07419483,09/05/2019,test
maln,36.02,-76.31,06/08/2018,test
mank,41.55087787,-86.36162603,21/05/2019,train
mano,36.16,-79.10563478,19/08/2020,train
mans,41.4706,-80.1122,20/08/2020,test
maob,35.976,-78.72283456,14/01/2014,train
maou,38.76881669,-75.19656666,09/11/2016,train
maov,37.3978,-120.96,10/06/2014,train
maqe,37.2141,-120.561,05/03/2018,train
mare,46.25996,-91.04724,27/06/2017,test
marp,39.81692122,-101.0402276,28/06/2021,train
marv,35.62746208,-79.30945073,23/07/2015,train
mass,40.397,-120.621,15/06/2016,test
mauk,43.731667,-77.016667,14/08/2016,test
mauw,35.76,-79.08156048,11/08/2020,train
mawm,35.65173468,-79.26436701,24/09/2015,train
mawv,35.70051939,-79.17375469,10/07/2013,train
mazv,35.24,-83.07,11/09/2019,test
mbag,41.4636,-80.0566,26/08/2020,test
mbak,35.71052651,-79.15516754,08/06/2016,train
mbav,47.85615,-88.041917,21/08/2019,test
mbbo,39.3992,-99.42481,25/06/2018,train
mbbw,37.2764,-120.954,08/04/2014,train
mbcl,38.51301083,-95.70121672,19/08/2019,test
mbcm,35.91489788,-79.19709059,30/12/2014,train
mbee,35.66208779,-79.24513723,04/09/2019,train
mbev,35.90958719,-79.15458651,12/10/2021,train
mbfp,35.79,-79.03860242,02/12/2021,train
mbfz,37.8829,-122.299,23/07/2019,train
mbgg,35.70730614,-79.16114905,24/08/2016,train
mbhj,35.67188199,-79.22694556,30/12/2014,train
mbiu,35.88977304,-78.99600404,03/02/2020,train
mbiv,37.8208,-121.5,28/01/2014,train
mbjr,36.9003,-121.596,17/01/2019,test
mbkb,45.63683,-84.77026,24/08/2017,train
mblu,35.90374854,-79.10785688,19/02/2019,train
mbmk,41.992305,-78.929219,02/11/2015,train
mbov,35.742,-79.23238637,21/06/2016,train
mbow,36.17911,-79.05358089,30/05/2013,train
mbph,37.2486,-120.851,10/02/2014,train
mbrv,41.707665,-73.382964,28/07/2015,train
mbry,38.1526,-121.501,17/11/2020,train
mbsu,44.198333,-82.503333,10/08/2017,train
mbts,36.02,-76.31,11/09/2019,test
mbuk,35.90250627,-79.0979144,13/06/2018,train
mbvb,35.976,-78.76533863,26/10/2016,train
mbvw,34.93,-79.10410233,25/05/2021,test
mbwb,47.85615,-88.041917,28/08/2017,test
mbwi,47.85615,-88.041917,19/05/2014,test
mbxp,35.74,-79.02,07/11/2018,train
mbyk,35.1117,-118.615,18/08/2015,test
mcaf,35.91502211,-79.19808483,27/01/2015,train
mcar,35.71537039,-79.14617058,22/06/2016,train
mcat,41.321113,-80.483229,07/10/2015,test
mcax,35.3575,-120.812,27/01/2021,test
mcbf,37.78397,-97.84863,11/07/2016,train
mcce,35.72636225,-79.12575438,19/06/2019,train
mcdj,42.73345,-72.10314,12/07/2017,train
mcei,35.63,-78.95673127,01/06/2019,train
mcel,38.1156,-121.494,16/08/2016,train
mcfi,34.941,-79.10172951,25/07/2016,test
mcgg,41.139,-73.62286,06/09/2017,train
mcgq,34.9772,-120.57,17/01/2019,test
mcgz,35.28,-79.04492996,09/06/2021,train
mcjd,40.184688,-74.999028,01/10/2018,train
mcli,36.15,-79.10612912,18/06/2020,train
mcln,36.7085,-121.749,28/04/2015,test
mcmr,35.69572875,-79.18265279,12/11/2015,train
mcng,39.58638333,-84.99486667,06/08/2019,test
mcnv,35.66049091,-79.24810326,15/07/2020,train
mcoi,35.90194725,-79.09344029,22/03/2018,train
mcol,35.89014572,-78.99898678,15/05/2020,train
mcpo,37.2583,-120.475,12/07/2016,train
mcpz,35.91343822,-79.18540818,23/06/2014,train
mcqt,34.942,-120.557,21/04/2020,test
mcre,35.70211627,-79.17078866,09/08/2018,train
mcru,39.264159,-79.951664,21/08/2019,test
mcsz,41.80529,-76.658,08/08/2019,test
mctp,35.6574036,-79.2538376,15/05/2013,train
mcul,36.00756,-78.97040217,12/08/2013,train
mcuu,42.021242,-78.95833,30/08/2016,train
mcvm,39.115556,-96.898889,02/06/2014,train
mcwh,34.6439,-120.43,18/03/2020,test
mcxk,36.8754,-121.561,29/11/2016,test
mcym,37.3222,-122.084,03/06/2019,train
mcyn,40.72010333,-85.1058325,21/05/2018,train
mcys,48.72561,-121.6434,22/08/2017,test
mczr,35.70328732,-79.16861356,29/08/2019,train
mdad,41.56372,-75.70782,21/09/2021,train
mdam,38.2361,-121.419,19/04/2016,train
mdbn,37.6003,-121.224,14/02/2019,train
mdbs,35.70791828,-79.16001207,22/06/2016,train
mdcu,35.98,-78.84388418,14/12/2021,train
mddn,39.84271,-104.9461,11/08/2017,test
mddv,35.64477,-80.254,15/09/2016,test
mdib,35.90272367,-79.09965434,11/07/2018,train
mdid,38.2361,-121.419,21/10/2015,train
mdiq,35.90064287,-79.08300069,20/07/2017,train
mdiu,43.48232531,-71.30329055,30/08/2017,test
mdjn,41.992305,-78.929219,21/10/2013,train
mdjp,44.372144,-104.830856,08/03/2021,train
mdle,38.46625528,-85.86134389,18/05/2021,train
mdmo,35.742,-79.21374423,24/08/2015,train
mdnt,35.87253659,-78.85805221,11/06/2019,train
mdog,42.027378,-78.967089,24/08/2020,train
mdpg,36.1606,-79.09831857,27/07/2015,train
mdqd,35.794,-79.00884322,19/05/2014,train
mdqk,44.198333,-82.503333,07/08/2013,train
mdrd,44.3291,-116.1841,10/07/2017,test
mdwe,35.66568,-79.04715449,26/05/2015,train
mdwz,37.1976,-120.488,08/04/2014,train
mdxl,48.00826,-101.5346,16/06/2017,train
mdyd,35.74,-79.24307453,14/02/2017,train
mdzh,35.66834224,-79.23352027,07/06/2016,train
meab,40.51208,-90.14863,29/06/2017,train
meao,45.516667,-83.416667,07/08/2015,train
mebl,39.264159,-79.951664,22/09/2020,test
mebw,35.91033255,-79.16055199,23/04/2013,train
medb,41.843527,-78.957332,31/08/2016,train
medj,37.6667,-120.898,08/05/2018,train
meed,39.14193,-95.47957,06/07/2021,test
meek,38.785,-121.653,14/12/2015,train
mego,34.965,-79.08373557,22/09/2016,test
mehd,38.0739,-121.212,08/06/2021,train
meix,36.21,-76.73,28/07/2020,test
mekp,35.89763038,-79.05889019,09/05/2016,train
mekx,35.65,-78.68331322,18/05/2021,train
mela,37.4419,-121.003,14/08/2018,train
melc,36.07,-79.04670958,16/06/2020,train
melg,41.047735,-81.00185,03/08/2016,test
melv,37.515,-121.012,14/07/2020,train
melx,35.65982554,-79.24933911,22/10/2020,train
mema,35.74,-79.02,10/06/2020,train
memj,35.794,-79.01704925,07/12/2015,train
meno,36.43,-79.0742937,09/05/2019,test
menq,35.89561169,-79.04273367,07/07/2015,train
mepn,35.47745,-76.81692,09/09/2015,test
mepv,43.36373,-88.28138,14/09/2017,train
meql,39.80482,-99.93915,07/07/2014,train
merm,35.976,-78.75465047,08/03/2016,train
mevv,35.70272841,-79.16965168,15/07/2014,train
mewc,35.6885694,-79.19595051,15/07/2020,train
mewl,37.3871,-121.968,07/07/2015,train
mews,35.69775147,-79.17889581,25/11/2014,train
meww,34.63,-78.58,23/04/2020,test
meyc,38.785,-121.653,16/08/2016,train
meyv,38.2996,-121.383,20/01/2015,train
mfag,37.1145,-120.89,14/10/2014,train
mfba,35.68,-79.1098861,08/09/2021,train
mfch,35.63456821,-79.29625188,10/06/2015,train
mfdd,39.02235564,-86.48165556,20/08/2018,train
mfdw,39.6375,-95.457,06/09/2016,test
mfeh,41.34723,-109.45533,27/07/2021,test
mffn,46.77485,-86.554033,22/08/2013,test
mffr,36.03,-78.69325569,10/03/2021,train
mfhz,44.77784,-71.79917,25/07/2017,test
mfiy,42.113214,-78.805647,18/06/2019,train
mfjv,36.424,-79.07577671,30/07/2014,test
mfkw,35.79,-79.03815752,12/10/2021,train
mflh,36.2805,-121.322,05/12/2018,train
mfmp,36.7723,-121.788,11/01/2017,test
mfnl,35.64268568,-79.28117454,10/06/2020,train
mfoe,36.7605,-119.513,19/08/2013,test
mfoj,44.96801534,-81.48620219,30/03/2017,train
mfou,36.6096,-121.561,02/03/2018,test
mfpb,36.05,-76.7,28/10/2020,test
mfqj,34.446,-119.876,25/04/2017,test
mfqx,35.86995889,-78.83742157,06/12/2017,train
mfrn,36.15,-79.10588195,26/05/2020,train
mfsk,39.63376745,-95.17256585,08/10/2018,test
mfst,35.68090437,-79.21018747,14/02/2017,train
mfte,37.1366,-120.762,26/10/2021,train
mftz,39.16522,-96.91105,08/08/2016,train
mfwi,35.55,-78.02,12/11/2019,test
mfxp,35.70483097,-79.1657464,13/08/2014,train
mfzr,41.31733,-75.04725,26/08/2020,train
mfzz,37.3133,-120.892,14/05/2013,train
mgaf,37.5643183,-101.3355745,30/07/2018,train
mgao,38.1846,-121.648,15/06/2021,train
mgaz,41.95,-82.686667,11/08/2016,test
mgbv,39.21155,-97.00559,24/10/2016,train
mgca,39.61525,-84.96614444,15/06/2021,test
mgcf,38.38889,-97.09306,05/07/2016,train
mgcs,37.61016134,-97.62434449,29/08/2016,train
mgdi,38.691,-100.924,11/09/2017,train
mgdj,35.72048041,-79.13667927,16/07/2019,train
mgdm,35.69828376,-79.17790714,05/08/2014,train
mgdp,35.433,-80.1,09/05/2016,test
mgem,36.3386,-119.457,09/01/2017,test
mgfc,35.9080033,-79.14190985,19/11/2020,train
mgff,35.70962162,-79.1568483,10/08/2016,train
mgfg,35.88862395,-78.98680725,14/09/2019,train
mgfo,39.7533,-121.971,21/05/2014,test
mghh,41.34764,-74.89297,15/11/2017,train
mghq,41.264992,-80.461386,18/07/2019,test
mghr,35.44,-78.87470585,17/07/2019,train
mghy,35.6615555,-79.24612591,09/01/2020,train
mgiw,35.64013067,-79.28592019,16/08/2017,train
mgja,38.9353,-121.408,15/05/2018,train
mgjm,36.14,-79.06910314,18/05/2021,train
mgjp,37.6419,-121.228,22/02/2017,train
mgla,42.024803,-78.964352,11/06/2014,train
mgln,35.7163019,-79.14444039,09/07/2013,train
mglt,35.74,-79.07968199,20/06/2017,train
mgme,41.035813,-80.536034,06/12/2018,test
mgnn,35.64816831,-79.27099116,20/07/2017,train
mgoc,39.4981,-84.98684167,19/05/2020,test
mgow,46.993333,-85.1645,14/05/2014,test
mgpg,37.515,-121.012,09/07/2019,train
mgqi,41.55087787,-86.36162603,30/07/2018,train
mgrf,35.63230596,-79.30045376,07/06/2016,train
mgrj,35.69466416,-79.18463015,19/07/2016,train
mgsf,35.87868581,-78.90726746,20/05/2015,train
mgst,35.72021426,-79.13717361,15/08/2019,train
mgub,43.133333,-87,07/08/2014,train
mgvm,40.70249154,-85.935575,18/07/2017,train
mgvx,35.6340093,-79.29728999,23/07/2015,train
mgwe,36.04,-79.08937103,14/06/2018,train
mgwj,36.7254,-121.73,17/09/2019,test
mgwy,35.794,-79.01264963,24/03/2015,train
mgxt,41.697709,-73.28029,10/08/2017,train
mgxw,35.70919578,-79.15763924,05/10/2016,train
mgxx,37.3906,-120.958,08/07/2014,train
mgyk,37.6106,-121.229,14/03/2017,train
mgzc,37.4125,-120.759,16/04/2019,train
mgzn,36.3169,-119.225,16/07/2019,test
mhbc,45.91065887,-84.32854622,29/03/2017,train
mhce,27.58052,-81.51214,15/08/2017,test
mhcq,41.10142,-76.66107,08/08/2017,test
mhcv,42.056766,-78.879216,08/06/2016,train
mhdy,41.946667,-83.045,10/08/2015,test
mhea,37.4271,-120.674,08/09/2015,train
mhev,35.65436,-79.00694076,22/06/2016,train
mhgr,40.149657,-79.90398,03/09/2016,test
mhhw,35.61133,-78.98109033,10/08/2016,train
mhis,36.3247,-119.079,04/03/2018,test
mhjd,38.78199034,-85.69828611,24/07/2017,train
mhka,35.68836,-78.70096111,15/09/2016,train
mhls,37.4419,-121.003,14/03/2017,train
mhlv,41.788333,-81.945,11/08/2016,test
mhnc,36.9128,-121.744,25/09/2017,test
mhnn,35.64548023,-79.27598398,10/04/2019,train
mhoa,35.66568,-79.04809373,25/07/2015,train
mhpj,37.8817,-121.249,16/06/2015,train
mhqh,35.67667264,-79.21804746,02/07/2019,train
mhre,35.8581263,-78.74271951,10/04/2013,train
mhrg,35.72,-79.86,13/07/2021,test
mhsa,39.878126,-86.017742,18/09/2017,test
mhtr,41.10715,-76.65473,27/07/2021,test
mhtw,35.67917442,-79.21340067,22/03/2018,train
mhuy,43.405435,-108.173201,24/08/2017,train
mhvf,35.85691509,-78.73302559,06/06/2019,train
mhwi,40.28186,-75.142503,12/09/2018,train
mhwr,36.31,-79.11636194,27/08/2020,test
mhxd,35.66964636,-79.231098,09/09/2015,train
mhxn,35.79,-79.02579905,11/04/2018,train
mhzo,42.081667,-81.011667,10/08/2013,test
miaq,35.74,-79.02,12/07/2021,train
miba,39.11775544,-94.63771926,02/08/2021,test
mibt,35.62903235,-79.30653413,27/01/2015,train
mici,35.794,-79.01279793,22/04/2015,train
midv,43.83668,-71.09323,27/07/2017,test
midx,35.84,-78.98,18/10/2017,train
mifi,35.64337767,-79.27988926,03/02/2020,train
migj,39.82640667,-95.52873464,11/09/2017,test
migp,35.976,-78.75862746,14/06/2016,train
mihi,37.3947,-122.01,06/02/2014,train
mihn,44.851794,-93.541609,17/06/2013,train
mihv,35.7190166,-79.13939813,16/07/2018,train
milc,35.6592134,-79.25047609,24/05/2021,train
mily,41.409081,-72.52544,13/07/2015,test
mimf,45.516667,-83.416667,06/08/2013,train
mimn,35.90322058,-79.10363133,07/11/2018,train
mina,35.74,-79.24058891,24/01/2017,train
mipe,37.6106,-121.229,12/05/2015,train
mipp,35.67087064,-79.22882405,20/05/2015,train
miqg,47.606167,-86.818833,24/08/2016,test
miqv,36.7605,-119.513,20/04/2016,test
miri,42.49987,-106.90641,22/09/2021,test
mirt,36.129,-79.04364468,24/06/2013,train
mirv,35.72103931,-79.13564116,07/08/2018,train
misk,37.1145,-120.89,10/02/2014,train
misu,35.88415179,-78.95101434,20/07/2017,train
mitn,35.86005182,-78.75813034,27/06/2013,train
mivd,33.157503,-107.187781,17/10/2019,test
mivp,37.3583,-121.067,11/07/2017,train
miwf,37.3294,-122.086,01/02/2016,train
miwl,35.7,-79.03870129,10/06/2020,train
miwu,37.61016134,-97.62434449,18/07/2016,train
mixs,39.001381,-80.47658,19/06/2015,train
miys,35.63765551,-79.29051754,23/07/2015,train
mjai,37.6802,-122.081,09/01/2018,train
mjax,32.9464,-117.205,14/05/2015,test
mjdx,36.04,-79.08996424,11/09/2018,train
mjea,41.409159,-80.384719,21/07/2016,test
mjfx,36.6039,-119.467,17/03/2015,test
mjgr,34.9711,-120.417,26/02/2019,test
mjgw,35.794,-79.0159617,09/09/2015,train
mjha,38.51301083,-95.70121672,14/06/2021,test
mjjg,35.83085,-97.27031,31/07/2017,train
mjka,36.9128,-121.744,30/05/2019,test
mjkg,35.65663178,-79.25527118,21/08/2013,train
mjlb,43.4081,-76.7947,15/08/2018,test
mjlx,35.976,-78.72134319,02/12/2013,train
mjmd,35.91514634,-79.19907908,27/01/2015,train
mjmo,35.88294058,-78.94132043,24/01/2017,train
mjmt,35.72625579,-79.12595211,17/07/2019,train
mjmu,35.70855703,-79.15882565,13/07/2021,train
mjnw,35.89604649,-79.04621354,06/08/2015,train
mjon,35.79,-79.03138508,09/01/2020,train
mjop,35.89921427,-79.07156685,21/11/2016,train
mjpc,35.71137818,-79.15358566,31/08/2016,train
mjqi,35.68314,-79.20603502,07/12/2015,train
mjqm,35.90051865,-79.08200644,21/06/2017,train
mjrc,34.73475,-77.44025,18/08/2015,test
mjru,34.941,-79.1008397,15/06/2016,test
mjsl,35.8,-77.72,11/05/2018,test
mjuq,38.0739,-121.212,21/07/2015,train
mjwa,41.965,-82.041667,10/08/2013,test
mjwo,39.02235564,-86.48165556,09/07/2018,train
mjwp,34.9454,-120.417,04/12/2019,test
mjxx,36.045,-79.09189216,25/07/2013,train
mjyu,34.6766,-120.553,28/09/2020,test
mjzn,37.6399,-121.78,08/09/2020,train
mjzu,39.7533,-121.971,19/11/2014,test
mkan,35.63134783,-79.30223338,10/06/2015,train
mkcc,37.3725,-120.923,10/02/2014,train
mkdl,40.59659,-79.99763,09/07/2019,test
mkdt,36.7081,-121.6,02/03/2018,test
mkff,35.55,-78.02,30/05/2019,test
mkgu,35.72606949,-79.12629815,17/09/2019,train
mkha,37.3204,-120.983,11/07/2017,train
mkhs,35.2469,-120.682,27/01/2021,test
mkig,35.65798913,-79.25275005,12/02/2013,train
mkiz,36.765,-121.758,15/08/2018,test
mkjl,36.54,-79.06465409,28/05/2019,test
mkjt,35.88,-79.12333212,23/07/2014,train
mkjw,34.6766,-120.553,01/12/2018,test
mkke,35.63281164,-79.29951451,06/04/2016,train
mklf,35.89884159,-79.0685841,20/09/2016,train
mklk,35.6434309,-79.27979039,03/02/2020,train
mklp,37.3609,-120.549,11/04/2017,train
mkoh,35.79,-79.02772697,07/11/2018,train
mkor,35.6626467,-79.24409912,11/06/2019,train
mkoy,39.7811,-121.988,15/01/2014,test
mkqi,39.84948,-74.78729,20/09/2017,train
mkrr,35.65567365,-79.2570508,19/03/2014,train
mkry,36.11,-78.90329047,07/06/2018,train
mksq,35.70073231,-79.17335922,27/06/2013,train
mktd,40.79748,-77.19545,26/04/2017,test
mktm,41.18277,-80.759996,11/09/2019,test
mkus,37.2953,-120.85,15/09/2015,train
mkwg,33.157503,-107.187781,06/08/2020,test
mkwj,41.321201,-80.742458,28/08/2020,test
mkxj,35.64963212,-79.26827229,20/09/2016,train
mkyk,35.75,-78.82,11/08/2020,train
mkzv,35.742,-79.20529313,10/06/2015,train
mlbo,42.67705,-113.4073,20/07/2017,train
mlbr,37.2764,-120.954,10/06/2014,train
mlcg,39.16522,-96.91105,09/06/2014,train
mldr,38.307,-121.794,20/05/2014,train
mlew,35.98,-78.80287148,20/03/2019,train
mlfw,36.299,-80.044,29/07/2014,test
mlgt,35.98,-78.80063442,17/12/2018,train
mlhn,35.90070499,-79.08349782,20/07/2017,train
mlji,40.073179,-76.894562,04/10/2018,train
mljm,37.7857,-122.224,11/07/2016,train
mlju,36.4638,-119.223,06/03/2017,test
mllc,43.056389,-86.646389,04/08/2015,train
mllq,47.258933,-86.347717,14/04/2013,test
mlmd,40.418115,-76.592919,17/07/2018,train
mloa,35.71316137,-79.15027359,18/05/2021,train
mlod,37.4978,-121.082,29/04/2015,train
mlon,38.8121,-121.774,24/03/2021,train
mloy,36.7723,-121.788,27/04/2016,test
mlpf,35.79,-79.02308018,20/07/2017,train
mlpk,35.89626388,-79.04795347,24/08/2015,train
mlrt,35.89225758,-79.01588899,17/06/2021,train
mlrw,36.414449,-104.650005,04/05/2016,train
mlsp,35.70067908,-79.17345809,10/07/2013,train
mlsy,35.66304592,-79.24335761,10/04/2019,train
mlta,40.396,-120.781,11/05/2016,test
mlud,36.6039,-119.467,19/10/2015,test
mlun,38.1156,-121.494,18/08/2015,train
mluq,35.89256814,-79.01837461,12/07/2021,train
mlwn,38.76050002,-75.20283333,21/08/2019,train
mlxm,35.72425969,-79.12965966,07/06/2018,train
mlyx,36.64407,-79.97966,10/08/2017,test
